Year;State;Percent in poverty;US GDP Growth in %
1995;Florida;16;
1995;Georgia;12;
1995;Hawaii;10;
1995;Idaho;15;
1995;Illinois;12;
1995;Indiana;10;
1995;Iowa;12;
1995;Kansas;11;
1995;Kentucky;15;
1995;Louisiana;20;
1995;Maine;11;
1995;Maryland;10;
1995;Massachusetts;11;
1995;Michigan;12;
1995;Minnesota;9;
1995;Mississippi;24;
1995;Missouri;9;
1995;Montana;15;
1995;Nebraska;10;
1995;Nevada;11;
1995;New Hampshire;5;
1995;New Jersey;8;
1995;New Mexico;25;
1995;New York;17;
1995;North Carolina;13;
1995;North Dakota;12;
1995;Ohio;12;
1995;Oklahoma;17;
1995;Oregon;11;
1995;Pennsylvania;12;
1995;Rhode Island;11;
1995;South Carolina;20;
1995;South Dakota;15;
1995;Tennessee;16;
1995;Texas;17;
1995;Utah;8;
1995;Vermont;10;
1995;Virginia;10;
1995;Washington;13;
1995;West Virginia;17;
1995;Wisconsin;9;
1995;Wyoming;12;
